MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:19:06:0255,2263,2310,0152,0124
08/20/2016 14:19:06:0505,2234,2331,0139,0112
08/20/2016 14:19:06:0754,2249,2311,0135,0092
08/20/2016 14:19:06:1005,2280,2382,0111,0086
08/20/2016 14:19:06:1255,2318,2404,0100,0082
08/20/2016 14:19:06:1504,2263,2387,0100,0087
08/20/2016 14:19:06:1755,2382,2412,0095,0081
08/20/2016 14:19:06:2004,2339,2416,0095,0082
08/20/2016 14:19:06:2255,2481,2408,0124,0076
08/20/2016 14:19:06:2504,2433,2433,0110,0082
08/20/2016 14:19:06:2754,2481,2423,0098,0080
08/20/2016 14:19:06:3005,2445,2371,0123,0081
08/20/2016 14:19:06:3255,2343,2348,0114,0080
08/20/2016 14:19:06:3504,2449,2388,0116,0100
08/20/2016 14:19:06:3754,2409,2351,0100,0116
08/20/2016 14:19:06:4004,2381,2325,0093,0090
08/20/2016 14:19:06:4255,2239,2358,0124,0111
08/20/2016 14:19:06:4505,2200,2364,0104,0093
08/20/2016 14:19:06:4754,2223,2393,0100,0087
08/20/2016 14:19:06:5005,2309,2428,0113,0086
08/20/2016 14:19:06:6754,2465,2401,0269,0231
08/20/2016 14:19:06:7004,2436,2394,0153,0149
08/20/2016 14:19:06:7254,2354,2334,0121,0110
08/20/2016 14:19:06:7505,2230,2341,0114,0103
08/20/2016 14:19:06:7754,2226,2368,0105,0093
08/20/2016 14:19:06:8004,2242,2392,0102,0090
08/20/2016 14:19:06:8255,2326,2424,0100,0086
08/20/2016 14:19:06:8505,2441,2431,0092,0082
08/20/2016 14:19:06:8755,2445,2439,0099,0086
08/20/2016 14:19:06:9004,2433,2439,0149,0072
08/20/2016 14:19:06:9255,2496,2416,0112,0087
08/20/2016 14:19:07:0505,2208,2359,0243,0188
08/20/2016 14:19:07:0755,2280,2394,0166,0124
08/20/2016 14:19:07:1004,2249,2383,0129,0132
08/20/2016 14:19:07:1255,2380,2445,0113,0103
08/20/2016 14:19:07:1505,2413,2433,0132,0092
08/20/2016 14:19:07:1754,2385,2441,0132,0086
08/20/2016 14:19:07:2004,2394,2434,0126,0093
08/20/2016 14:19:07:2254,2429,2445,0124,0122
08/20/2016 14:19:07:2505,2445,2429,0124,0112
08/20/2016 14:19:07:2755,2492,2386,0111,0103
08/20/2016 14:19:07:3004,2483,2425,0106,0091
08/20/2016 14:19:07:3254,2484,2400,0121,0109
08/20/2016 14:19:07:3505,2426,2329,0104,0095
08/20/2016 14:19:07:3754,2439,2339,0097,0087
08/20/2016 14:19:07:4004,2350,2297,0120,0110
08/20/2016 14:19:07:4255,2247,2351,0109,0115
08/20/2016 14:19:07:4505,2252,2331,0100,0108
08/20/2016 14:19:07:4755,2280,2350,0103,0102
08/20/2016 14:19:07:5004,2283,2379,0099,0093
08/20/2016 14:19:07:5255,2279,2363,0096,0107
08/20/2016 14:19:07:5505,2393,2429,0095,0095
08/20/2016 14:19:07:5754,2292,2375,0135,0086
08/20/2016 14:19:07:6005,2419,2425,0125,0082
08/20/2016 14:19:07:6254,2404,2409,0107,0100
08/20/2016 14:19:07:6505,2487,2416,0103,0091
08/20/2016 14:19:07:6755,2510,2466,0122,0086
08/20/2016 14:19:07:7004,2431,2479,0117,0092
08/20/2016 14:19:07:7254,2549,2537,0104,0085
08/20/2016 14:19:07:7505,2562,2565,0132,0084
08/20/2016 14:19:07:7754,2562,2562,0127,0093
08/20/2016 14:19:07:8005,2562,2568,0124,0078
08/20/2016 14:19:07:8254,2561,2565,0109,0085
08/20/2016 14:19:07:8505,2566,2563,0100,0083
08/20/2016 14:19:07:8755,2562,2561,0098,0082
08/20/2016 14:19:07:9004,2560,2566,0094,0080
08/20/2016 14:19:07:9254,2562,2566,0092,0079
08/20/2016 14:19:07:9504,2565,2565,0089,0074
08/20/2016 14:19:07:9755,2560,2565,0092,0080
08/20/2016 14:19:08:0255,2561,2564,0127,0109
08/20/2016 14:19:08:0505,2562,2562,0099,0087
08/20/2016 14:19:08:0755,2562,2561,0092,0080
08/20/2016 14:19:08:1004,2562,2562,0087,0078
08/20/2016 14:19:08:1254,2560,2566,0087,0076
08/20/2016 14:19:08:1505,2564,2568,0084,0074
08/20/2016 14:19:08:1755,2564,2559,0082,0074
08/20/2016 14:19:08:2005,2562,2568,0082,0073
08/20/2016 14:19:08:2255,2562,2566,0082,0071
08/20/2016 14:19:08:2505,2561,2562,0081,0071
08/20/2016 14:19:08:2755,2562,2559,0080,0070
08/20/2016 14:19:08:3004,2557,2570,0079,0070
08/20/2016 14:19:08:3255,2562,2570,0078,0069
08/20/2016 14:19:08:3504,2561,2561,0077,0069
08/20/2016 14:19:08:3755,2560,2565,0075,0068
08/20/2016 14:19:08:4004,2560,2564,0075,0068
08/20/2016 14:19:08:4255,2563,2565,0074,0066
08/20/2016 14:19:08:4505,2561,2565,0074,0066
08/20/2016 14:19:08:4755,2565,2570,0073,0065
08/20/2016 14:19:08:5004,2562,2566,0074,0066
08/20/2016 14:19:08:5254,2562,2566,0072,0064
08/20/2016 14:19:08:5505,2563,2570,0072,0065
08/20/2016 14:19:08:5755,2564,2566,0071,0064
08/20/2016 14:19:08:6005,2560,2566,0071,0063
08/20/2016 14:19:08:6255,2560,2567,0071,0063
08/20/2016 14:19:08:6504,2561,2567,0070,0063
08/20/2016 14:19:08:6755,2566,2570,0070,0062
08/20/2016 14:19:08:7004,2562,2566,0070,0062
08/20/2016 14:19:08:7254,2557,2566,0070,0063
08/20/2016 14:19:08:7504,2565,2568,0070,0062
08/20/2016 14:19:08:7754,2559,2559,0070,0062
08/20/2016 14:19:08:8004,2559,2567,0070,0062
08/20/2016 14:19:08:8254,2562,2565,0069,0062
08/20/2016 14:19:08:8504,2563,2566,0069,0062
08/20/2016 14:19:08:8755,2541,2557,0069,0061
08/20/2016 14:19:08:9005,2561,2566,0068,0061
08/20/2016 14:19:08:9254,2559,2565,0069,0062
08/20/2016 14:19:08:9505,2554,2560,0067,0061
08/20/2016 14:19:08:9754,2563,2566,0068,0061
08/20/2016 14:19:09:0255,2127,2106,0087,0082
08/20/2016 14:19:09:2005,2347,2252,0180,0158
08/20/2016 14:19:09:2254,2338,2289,0115,0114
08/20/2016 14:19:09:2504,2335,2266,0090,0094
08/20/2016 14:19:09:2754,2386,2222,0078,0087
08/20/2016 14:19:09:3005,2264,2109,0076,0087
08/20/2016 14:19:09:3255,2281,2070,0075,0085
08/20/2016 14:19:09:3505,2125,1918,0077,0095
08/20/2016 14:19:09:3754,2185,2006,0073,0083
08/20/2016 14:19:09:4005,2026,1776,0078,0078
08/20/2016 14:19:09:4255,1900,1969,0083,0074
08/20/2016 14:19:09:4504,1923,1936,0080,0073
08/20/2016 14:19:09:5755,2180,2253,0216,0157
08/20/2016 14:19:09:6005,2337,2311,0130,0105
08/20/2016 14:19:09:6255,2373,2209,0098,0088
08/20/2016 14:19:09:6504,2396,2272,0095,0080
08/20/2016 14:19:09:6755,2250,2082,0082,0079
08/20/2016 14:19:09:7005,2242,1977,0081,0077
08/20/2016 14:19:09:7255,2206,2013,0085,0078
08/20/2016 14:19:09:7504,2165,1844,0076,0072
08/20/2016 14:19:09:7755,1975,1960,0093,0095
08/20/2016 14:19:09:8005,1687,1961,0087,0082
08/20/2016 14:19:09:8254,1903,2052,0088,0079
08/20/2016 14:19:09:8504,1642,2095,0085,0074
08/20/2016 14:19:09:8754,1889,2139,0086,0073
08/20/2016 14:19:09:9004,2014,2245,0087,0099
08/20/2016 14:19:09:9255,2297,2305,0081,0093
08/20/2016 14:19:09:9504,2203,2309,0087,0084
08/20/2016 14:19:09:9754,2257,2314,0082,0076
08/20/2016 14:19:10:0255,1884,1926,0114,0110
08/20/2016 14:19:10:0504,2027,1955,0094,0106
08/20/2016 14:19:10:0755,1832,1911,0086,0085
08/20/2016 14:19:10:1005,1922,2103,0091,0081
08/20/2016 14:19:10:1255,1979,2221,0087,0087
08/20/2016 14:19:10:1504,1962,2161,0087,0078
08/20/2016 14:19:10:1754,1890,2213,0090,0079
08/20/2016 14:19:10:2004,2025,2229,0084,0074
08/20/2016 14:19:10:2254,2272,2321,0086,0075
08/20/2016 14:19:10:2504,2249,2313,0083,0074
08/20/2016 14:19:10:2754,2367,2242,0080,0074
08/20/2016 14:19:10:3004,2326,2329,0087,0077
08/20/2016 14:19:10:3255,2392,2110,0076,0074
08/20/2016 14:19:10:3504,2311,2185,0080,0074
08/20/2016 14:19:10:3754,2366,2184,0083,0075
08/20/2016 14:19:10:4004,2120,2065,0079,0076
08/20/2016 14:19:10:4255,1941,2002,0090,0078
08/20/2016 14:19:10:4505,1999,1845,0082,0075
08/20/2016 14:19:10:4754,2047,1903,0082,0076
08/20/2016 14:19:10:5004,1974,1857,0084,0076
08/20/2016 14:19:10:5255,1799,2174,0091,0075
08/20/2016 14:19:10:5505,1926,2049,0086,0074
08/20/2016 14:19:10:5754,1654,2030,0083,0074
08/20/2016 14:19:10:6004,1976,2182,0087,0075
08/20/2016 14:19:10:6255,2049,2225,0082,0071
08/20/2016 14:19:10:6505,2297,2352,0087,0075
08/20/2016 14:19:10:6754,2124,2188,0080,0071
08/20/2016 14:19:10:7004,2263,2336,0090,0078
08/20/2016 14:19:10:7255,2352,2082,0074,0074
08/20/2016 14:19:10:7504,2400,2217,0082,0078
08/20/2016 14:19:10:7755,2311,2063,0080,0082
08/20/2016 14:19:10:8004,2078,1946,0076,0078
08/20/2016 14:19:10:8255,2109,1941,0089,0080
08/20/2016 14:19:10:8505,1767,1841,0078,0074
08/20/2016 14:19:10:8755,1968,1991,0091,0079
08/20/2016 14:19:10:9004,1770,1880,0082,0076
08/20/2016 14:19:10:9255,1969,2187,0092,0079
08/20/2016 14:19:10:9505,1666,2147,0087,0076
08/20/2016 14:19:10:9755,1927,2209,0087,0076
08/20/2016 14:19:11:0255,2300,2296,0117,0103
08/20/2016 14:19:11:0505,2410,2184,0092,0086
08/20/2016 14:19:11:0755,2333,2235,0084,0079
08/20/2016 14:19:11:1004,2397,2206,0086,0078
08/20/2016 14:19:11:1254,2340,2211,0083,0075
08/20/2016 14:19:11:1505,2236,1997,0081,0079
08/20/2016 14:19:11:1755,2052,2050,0083,0077
08/20/2016 14:19:11:2004,2232,2006,0081,0074
08/20/2016 14:19:11:2255,2000,1921,0090,0084
08/20/2016 14:19:11:2505,1809,1989,0086,0082
08/20/2016 14:19:11:2755,2176,2188,0088,0082
08/20/2016 14:19:11:3004,1690,2007,0082,0081
08/20/2016 14:19:11:3254,1770,1985,0084,0076
08/20/2016 14:19:11:3505,1797,2171,0088,0078
08/20/2016 14:19:11:3754,1867,2125,0086,0078
08/20/2016 14:19:11:4005,2066,2184,0084,0074
08/20/2016 14:19:11:4254,2137,2259,0087,0076
08/20/2016 14:19:11:4505,2263,2214,0077,0071
08/20/2016 14:19:11:4755,2293,2322,0086,0075
08/20/2016 14:19:11:5004,2327,2204,0081,0073
08/20/2016 14:19:11:5255,2321,2246,0080,0073
08/20/2016 14:19:11:5505,2371,2155,0083,0077
08/20/2016 14:19:11:8005,1819,2139,0273,0265
08/20/2016 14:19:11:8255,2093,2148,0157,0161
08/20/2016 14:19:11:8505,2242,2311,0117,0128
08/20/2016 14:19:11:8755,2230,2284,0102,0114
08/20/2016 14:19:11:9005,2363,2266,0091,0109
08/20/2016 14:19:11:9254,2329,2271,0090,0095
08/20/2016 14:19:11:9504,2363,2220,0086,0085
08/20/2016 14:19:11:9755,2368,2126,0083,0096
08/20/2016 14:19:12:0254,1969,2008,0120,0120
08/20/2016 14:19:12:0505,1969,1883,0100,0095
08/20/2016 14:19:12:0754,1745,1965,0091,0083
08/20/2016 14:19:12:2005,2346,2321,0203,0173
08/20/2016 14:19:12:2254,2350,2197,0123,0127
08/20/2016 14:19:12:2504,2399,2062,0095,0108
08/20/2016 14:19:12:2755,2250,2085,0095,0096
08/20/2016 14:19:12:3254,2242,2006,0123,0122
08/20/2016 14:19:12:3504,1825,1872,0100,0095
08/20/2016 14:19:12:3755,1894,2100,0099,0087
08/20/2016 14:19:12:4004,1687,2065,0089,0095
08/20/2016 14:19:12:4255,1877,2149,0089,0084
08/20/2016 14:19:12:4505,2222,2305,0087,0079
08/20/2016 14:19:12:4755,2060,2285,0087,0082
08/20/2016 14:19:12:5004,2243,2270,0087,0079
08/20/2016 14:19:12:5254,2269,2268,0082,0076
08/20/2016 14:19:12:5504,2333,2250,0084,0075
08/20/2016 14:19:12:5755,2305,2105,0078,0076
08/20/2016 14:19:12:6005,2328,2006,0079,0077
08/20/2016 14:19:12:6255,2225,2119,0083,0075
08/20/2016 14:19:12:6504,2246,1992,0081,0077
08/20/2016 14:19:12:6755,1910,1802,0087,0078
08/20/2016 14:19:12:7004,1998,1963,0089,0078
08/20/2016 14:19:12:7254,1916,1803,0082,0076
08/20/2016 14:19:12:7505,1777,2089,0091,0078
08/20/2016 14:19:12:7755,1957,2147,0090,0077
08/20/2016 14:19:12:8005,1988,2188,0087,0075
08/20/2016 14:19:12:8254,2063,2185,0088,0078
08/20/2016 14:19:12:8505,2012,2143,0082,0077
08/20/2016 14:19:12:8755,2309,2330,0087,0076
08/20/2016 14:19:12:9004,2025,2195,0084,0076
08/20/2016 14:19:12:9255,2270,2302,0087,0075
08/20/2016 14:19:12:9504,2233,2275,0082,0074
08/20/2016 14:19:12:9755,2391,2067,0072,0071
08/20/2016 14:19:13:0254,2081,2004,0115,0135
08/20/2016 14:19:13:0505,2002,1908,0100,0098
08/20/2016 14:19:13:0754,1998,1937,0082,0082
08/20/2016 14:19:13:1004,1954,1855,0087,0104
08/20/2016 14:19:13:1255,1689,2043,0089,0101
08/20/2016 14:19:13:1504,1889,2047,0086,0091
08/20/2016 14:19:13:1754,1739,2140,0087,0090
08/20/2016 14:19:13:2005,2165,2285,0088,0085
08/20/2016 14:19:13:2255,2235,2286,0086,0079
08/20/2016 14:19:13:2504,2094,2221,0086,0093
08/20/2016 14:19:13:2755,2276,2263,0080,0084
08/20/2016 14:19:13:3005,2358,2260,0082,0085
08/20/2016 14:19:13:3254,2349,2281,0085,0081
08/20/2016 14:19:13:3505,2352,2213,0080,0078
08/20/2016 14:19:13:3754,2407,2210,0082,0076
08/20/2016 14:19:13:4005,2140,1987,0078,0077
08/20/2016 14:19:13:4255,2118,1975,0082,0075
08/20/2016 14:19:13:4505,1808,1886,0086,0076
08/20/2016 14:19:13:4754,1833,2102,0088,0078
08/20/2016 14:19:13:5005,1732,1970,0084,0077
08/20/2016 14:19:13:5254,1915,2141,0088,0078
08/20/2016 14:19:13:5505,2143,2242,0087,0074
08/20/2016 14:19:13:5755,2243,2325,0084,0074
08/20/2016 14:19:13:6005,2412,2233,0079,0074
08/20/2016 14:19:13:6254,2355,2210,0081,0073
08/20/2016 14:19:13:6504,2414,2234,0084,0077
08/20/2016 14:19:13:6755,2110,1985,0074,0074
08/20/2016 14:19:13:7005,2148,2043,0089,0078
08/20/2016 14:19:13:7255,1883,1898,0084,0078
08/20/2016 14:19:13:7504,2039,1963,0083,0077
08/20/2016 14:19:13:7755,1845,2040,0091,0103
08/20/2016 14:19:13:8005,1952,2176,0087,0095
08/20/2016 14:19:13:8254,1909,2091,0086,0094
08/20/2016 14:19:13:8504,1918,2155,0084,0087
08/20/2016 14:19:13:8755,2215,2285,0088,0088
08/20/2016 14:19:13:9005,2297,2286,0079,0088
08/20/2016 14:19:13:9254,2266,2286,0087,0083
08/20/2016 14:19:13:9504,2218,2268,0081,0074
08/20/2016 14:19:13:9754,2356,2274,0082,0084
08/20/2016 14:19:14:0255,1898,1997,0118,0110
08/20/2016 14:19:14:0504,1983,1907,0091,0088
08/20/2016 14:19:14:0754,1903,2046,0091,0087
08/20/2016 14:19:14:1004,1790,1898,0082,0077
08/20/2016 14:19:14:1255,2140,2267,0092,0078
08/20/2016 14:19:14:1504,1900,2110,0084,0076
08/20/2016 14:19:14:1755,2147,2287,0087,0076
08/20/2016 14:19:14:2004,2184,2268,0086,0075
08/20/2016 14:19:14:3754,2011,1926,0222,0213
08/20/2016 14:19:14:4004,2138,2035,0136,0135
08/20/2016 14:19:14:4255,1848,1996,0112,0104
08/20/2016 14:19:14:4504,1833,2083,0099,0091
08/20/2016 14:19:14:4754,1846,2127,0095,0086
08/20/2016 14:19:14:5004,1761,2130,0090,0092
08/20/2016 14:19:14:5255,2162,2270,0092,0084
08/20/2016 14:19:14:5505,2120,2284,0087,0079
08/20/2016 14:19:14:5755,2316,2324,0087,0078
08/20/2016 14:19:14:6004,2151,2262,0086,0076
08/20/2016 14:19:14:6255,2392,2295,0082,0078
08/20/2016 14:19:14:6505,2329,2213,0081,0076
08/20/2016 14:19:14:7754,2157,2100,0194,0174
08/20/2016 14:19:14:8004,2119,1758,0120,0112
08/20/2016 14:19:14:8255,1713,2119,0109,0095
08/20/2016 14:19:14:8504,1900,1945,0093,0086
08/20/2016 14:19:14:8755,1894,2176,0094,0081
08/20/2016 14:19:14:9004,1965,2178,0091,0081
08/20/2016 14:19:14:9255,2128,2263,0086,0079
08/20/2016 14:19:14:9504,2239,2310,0090,0078
08/20/2016 14:19:14:9754,2247,2239,0082,0073
08/20/2016 14:19:15:0255,2031,1664,0110,0126
08/20/2016 14:19:15:0505,1902,2026,0101,0096
08/20/2016 14:19:15:0754,2073,1786,0085,0085
08/20/2016 14:19:15:1004,1789,2035,0150,0078
08/20/2016 14:19:15:1255,1940,2089,0114,0078
08/20/2016 14:19:15:1505,2045,2216,0098,0075
08/20/2016 14:19:15:1754,2104,2172,0092,0077
08/20/2016 14:19:15:2005,2100,2255,0089,0075
08/20/2016 14:19:15:2254,2194,2198,0087,0076
08/20/2016 14:19:15:2505,2294,2284,0084,0074
08/20/2016 14:19:15:2754,2294,2281,0086,0074
08/20/2016 14:19:15:3004,2344,2256,0083,0074
08/20/2016 14:19:15:3254,2342,2244,0082,0074
08/20/2016 14:19:15:3505,2283,2033,0078,0077
08/20/2016 14:19:15:3755,2095,1941,0082,0076
08/20/2016 14:19:15:4004,2292,1965,0078,0074
08/20/2016 14:19:15:4255,2029,1841,0086,0078
08/20/2016 14:19:15:4505,1883,2028,0091,0077
08/20/2016 14:19:15:4754,1897,1874,0083,0075
08/20/2016 14:19:15:5005,1926,1942,0087,0076
08/20/2016 14:19:15:5255,1878,2075,0086,0073
08/20/2016 14:19:15:5505,2064,2221,0090,0076
08/20/2016 14:19:15:5754,1699,2043,0082,0074
08/20/2016 14:19:15:6005,2109,2237,0087,0074
08/20/2016 14:19:15:6254,2182,2230,0087,0075
08/20/2016 14:19:15:6505,2383,2234,0078,0071
08/20/2016 14:19:15:6755,2343,2262,0084,0074
08/20/2016 14:19:15:7005,2365,2139,0075,0071
08/20/2016 14:19:15:7255,2354,2132,0082,0076
08/20/2016 14:19:15:7505,2215,2070,0080,0075
08/20/2016 14:19:15:7755,2170,1951,0082,0075
08/20/2016 14:19:15:8005,2001,1840,0082,0075
08/20/2016 14:19:15:8255,1794,1987,0087,0074
08/20/2016 14:19:15:8505,1823,2087,0089,0076
08/20/2016 14:19:15:8755,1806,2167,0087,0075
08/20/2016 14:19:15:9004,1923,2092,0084,0074
08/20/2016 14:19:15:9255,2149,2271,0087,0074
08/20/2016 14:19:15:9505,2317,2235,0080,0070
08/20/2016 14:19:15:9755,2314,2316,0086,0074
08/20/2016 14:19:16:0255,2213,1986,0108,0103
08/20/2016 14:19:16:0505,1945,1981,0096,0086
08/20/2016 14:19:16:0754,1986,1778,0081,0077
08/20/2016 14:19:16:1005,1907,1986,0090,0077
08/20/2016 14:19:16:1255,1578,1999,0083,0074
08/20/2016 14:19:16:1505,1903,2118,0088,0076
08/20/2016 14:19:16:1755,1837,2122,0085,0074
08/20/2016 14:19:16:2005,2139,2195,0085,0074
08/20/2016 14:19:16:2254,2135,2230,0087,0074
08/20/2016 14:19:16:2504,2090,2153,0082,0070
08/20/2016 14:19:16:2755,2350,2232,0079,0071
08/20/2016 14:19:16:3004,2263,2302,0085,0074
08/20/2016 14:19:16:3254,2336,2266,0082,0074
08/20/2016 14:19:16:3505,2261,2107,0074,0072
08/20/2016 14:19:16:3755,2368,1974,0074,0072
08/20/2016 14:19:16:4004,2308,2139,0084,0075
08/20/2016 14:19:16:4255,2150,1902,0076,0073
08/20/2016 14:19:16:4504,2051,2018,0083,0076
08/20/2016 14:19:16:4754,2020,1913,0083,0075
08/20/2016 14:19:16:5004,1920,1949,0084,0075
08/20/2016 14:19:16:5254,1915,1972,0084,0075
08/20/2016 14:19:16:5504,2009,2157,0088,0074
08/20/2016 14:19:16:5755,2211,2301,0087,0073
08/20/2016 14:19:16:6004,2185,2237,0084,0073
08/20/2016 14:19:16:6255,2314,2278,0081,0072
08/20/2016 14:19:16:6505,2373,2291,0081,0071
08/20/2016 14:19:16:6755,2379,2090,0073,0071
08/20/2016 14:19:16:7005,2342,2179,0082,0076
08/20/2016 14:19:16:7254,2224,2027,0077,0073
08/20/2016 14:19:16:9005,1759,1998,0229,0198
08/20/2016 14:19:16:9255,1895,2128,0141,0124
08/20/2016 14:19:16:9505,1703,2048,0107,0095
08/20/2016 14:19:16:9755,2201,2255,0100,0086
08/20/2016 14:19:17:0255,2369,2153,0119,0107
08/20/2016 14:19:17:0504,2371,2288,0103,0089
08/20/2016 14:19:17:0755,2275,2157,0087,0081
08/20/2016 14:19:17:1004,2361,2182,0086,0078
08/20/2016 14:19:17:1254,2339,2111,0082,0074
08/20/2016 14:19:17:1504,2270,2015,0081,0077
08/20/2016 14:19:17:1754,2234,2003,0082,0076
08/20/2016 14:19:17:2005,1956,1848,0088,0077
08/20/2016 14:19:17:3255,2209,2346,0212,0177
08/20/2016 14:19:17:3504,2505,2520,0140,0119
08/20/2016 14:19:17:3754,2560,2563,0116,0100
08/20/2016 14:19:17:4005,2559,2564,0102,0087
08/20/2016 14:19:17:4255,2563,2568,0092,0083
08/20/2016 14:19:17:4504,2562,2564,0091,0081
08/20/2016 14:19:17:4754,2564,2568,0088,0078
08/20/2016 14:19:17:5005,2562,2564,0087,0076
08/20/2016 14:19:17:5254,2557,2566,0085,0075
08/20/2016 14:19:17:5505,2559,2562,0082,0074
08/20/2016 14:19:17:5755,2562,2564,0081,0072
08/20/2016 14:19:17:6004,2561,2567,0080,0070
08/20/2016 14:19:17:6254,2563,2566,0079,0070
08/20/2016 14:19:17:6504,2561,2563,0078,0069
08/20/2016 14:19:17:6754,2562,2562,0078,0068
08/20/2016 14:19:17:7005,2563,2565,0076,0067
08/20/2016 14:19:17:7254,2562,2566,0075,0067
08/20/2016 14:19:17:7504,2562,2567,0074,0067
08/20/2016 14:19:17:7755,2566,2568,0074,0066
08/20/2016 14:19:17:8004,2562,2562,0074,0066
08/20/2016 14:19:17:8255,2562,2565,0073,0065
08/20/2016 14:19:17:8504,2561,2566,0074,0066
08/20/2016 14:19:17:8754,2561,2563,0073,0064
08/20/2016 14:19:17:9005,2555,2555,0072,0064
08/20/2016 14:19:17:9254,2560,2566,0072,0065
08/20/2016 14:19:17:9505,2562,2562,0071,0065
08/20/2016 14:19:17:9754,2562,2566,0071,0064
08/20/2016 14:19:18:0255,2563,2568,0099,0087
08/20/2016 14:19:18:0505,2556,2566,0080,0071
08/20/2016 14:19:18:0754,2556,2566,0074,0066
08/20/2016 14:19:18:1005,2563,2566,0071,0064
08/20/2016 14:19:18:1255,2562,2566,0070,0063
08/20/2016 14:19:18:1504,2558,2566,0070,0063
08/20/2016 14:19:18:1755,2560,2565,0070,0063
08/20/2016 14:19:18:2004,2558,2566,0070,0062
08/20/2016 14:19:18:2255,2561,2566,0069,0062
08/20/2016 14:19:18:2504,2561,2564,0070,0062
08/20/2016 14:19:18:2755,2562,2563,0070,0062
08/20/2016 14:19:18:3005,2564,2568,0069,0062
08/20/2016 14:19:18:3255,2562,2571,0069,0061
08/20/2016 14:19:18:3504,2562,2559,0069,0062
08/20/2016 14:19:18:3755,2560,2569,0068,0061
08/20/2016 14:19:18:4004,2562,2567,0068,0062
08/20/2016 14:19:18:4255,2564,2565,0068,0062
08/20/2016 14:19:18:4504,2562,2566,0068,0062
08/20/2016 14:19:18:4754,2562,2566,0068,0062
08/20/2016 14:19:18:5004,2557,2566,0069,0062
08/20/2016 14:19:18:5255,2564,2563,0068,0060
08/20/2016 14:19:18:5505,2563,2566,0067,0061
08/20/2016 14:19:18:5755,2563,2568,0068,0061
08/20/2016 14:19:18:6004,2560,2566,0068,0061
08/20/2016 14:19:18:6255,2567,2568,0068,0060
08/20/2016 14:19:18:6504,2559,2561,0067,0062
08/20/2016 14:19:18:6754,2562,2566,0068,0061
08/20/2016 14:19:18:7004,2557,2566,0069,0062
08/20/2016 14:19:18:7255,2562,2562,0068,0061
08/20/2016 14:19:18:7504,2566,2566,0067,0061
08/20/2016 14:19:18:7754,2562,2561,0068,0062
08/20/2016 14:19:18:8004,2561,2566,0068,0061
08/20/2016 14:19:18:8255,2562,2565,0068,0061
08/20/2016 14:19:18:8505,2560,2564,0067,0061
08/20/2016 14:19:18:8754,2561,2567,0067,0061
08/20/2016 14:19:18:9005,2560,2566,0066,0061
08/20/2016 14:19:18:9255,2559,2563,0067,0060
08/20/2016 14:19:18:9505,2559,2564,0068,0060
08/20/2016 14:19:18:9754,2563,2565,0067,0061
08/20/2016 14:19:19:0255,2559,2559,0095,0084
08/20/2016 14:19:19:0504,2562,2559,0077,0070
08/20/2016 14:19:19:0755,2561,2565,0070,0063
08/20/2016 14:19:19:1004,2561,2568,0068,0062
08/20/2016 14:19:19:1255,2561,2566,0069,0062
08/20/2016 14:19:19:1505,2562,2563,0067,0061
08/20/2016 14:19:19:1754,2562,2565,0068,0061
08/20/2016 14:19:19:2005,2562,2568,0068,0060
08/20/2016 14:19:19:2255,2562,2564,0066,0061
08/20/2016 14:19:19:2504,2564,2564,0067,0059
08/20/2016 14:19:19:2755,2563,2566,0068,0060
08/20/2016 14:19:19:5254,1769,1672,0158,0156
08/20/2016 14:19:19:5505,1670,2035,0112,0098
08/20/2016 14:19:19:5754,1753,2018,0119,0070
08/20/2016 14:19:19:6004,2253,2135,0086,0066
08/20/2016 14:19:19:6254,2031,2089,0079,0060
08/20/2016 14:19:19:6505,1887,2010,0078,0066
08/20/2016 14:19:19:6755,1866,2116,0074,0063
08/20/2016 14:19:19:7004,2052,2257,0074,0063
08/20/2016 14:19:19:7255,2324,2227,0068,0061
08/20/2016 14:19:19:7505,2197,2195,0066,0062
08/20/2016 14:19:19:7754,2187,2172,0070,0061
08/20/2016 14:19:19:8005,2185,2335,0116,0061
08/20/2016 14:19:19:9255,2217,2328,0178,0134
08/20/2016 14:19:19:9505,2300,2371,0127,0083
08/20/2016 14:19:19:9754,2392,2367,0095,0074
08/20/2016 14:19:20:0254,2220,2312,0122,0086
08/20/2016 14:19:20:0505,2323,2421,0087,0070
08/20/2016 14:19:20:0754,2350,2412,0092,0062
08/20/2016 14:19:20:1004,2409,2403,0098,0066
08/20/2016 14:19:20:1255,2334,2307,0082,0061
08/20/2016 14:19:20:1505,2204,2344,0076,0062
08/20/2016 14:19:20:1754,2254,2407,0074,0060
08/20/2016 14:19:20:2004,2413,2401,0068,0058
08/20/2016 14:19:20:2254,2391,2392,0070,0062
08/20/2016 14:19:20:2505,2288,2317,0083,0060
08/20/2016 14:19:20:2754,2259,2394,0074,0059
08/20/2016 14:19:20:3005,2376,2392,0069,0058
08/20/2016 14:19:20:3254,2433,2429,0083,0058
08/20/2016 14:19:20:3755,2323,2367,0111,0100
08/20/2016 14:19:20:4004,2303,2311,0074,0069
08/20/2016 14:19:20:4254,2346,2435,0072,0063
08/20/2016 14:19:20:4504,2436,2439,0074,0064
08/20/2016 14:19:20:4755,2365,2366,0065,0060
