MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:18:37:4505,2061,2198,0089,0080
08/20/2016 14:18:37:4755,2213,2343,0090,0080
08/20/2016 14:18:37:5005,2404,2410,0089,0078
08/20/2016 14:18:37:5254,2484,2394,0078,0074
08/20/2016 14:18:37:5505,2273,2149,0086,0078
08/20/2016 14:18:37:5755,2140,2280,0090,0089
08/20/2016 14:18:37:6004,2345,2378,0089,0078
08/20/2016 14:18:37:6254,2472,2433,0082,0074
08/20/2016 14:18:37:6505,2291,2111,0082,0080
08/20/2016 14:18:37:6754,1967,2246,0086,0092
08/20/2016 14:18:37:7004,2330,2366,0089,0082
08/20/2016 14:18:37:7255,2484,2401,0078,0076
08/20/2016 14:18:37:7505,2401,2090,0080,0078
08/20/2016 14:18:37:7754,1965,2190,0089,0080
08/20/2016 14:18:37:8004,2240,2328,0091,0075
08/20/2016 14:18:37:8255,2466,2436,0085,0073
08/20/2016 14:18:37:8505,2207,2127,0082,0078
08/20/2016 14:18:37:8755,2025,2295,0089,0078
08/20/2016 14:18:37:9005,2306,2360,0088,0091
08/20/2016 14:18:37:9255,2466,2431,0082,0075
08/20/2016 14:18:37:9505,2468,2219,0080,0078
08/20/2016 14:18:37:9754,2018,2162,0087,0077
08/20/2016 14:18:38:0255,2503,2254,0116,0105
08/20/2016 14:18:38:0505,2073,2234,0101,0089
08/20/2016 14:18:38:0755,2162,2330,0095,0088
08/20/2016 14:18:38:1005,2439,2418,0088,0076
08/20/2016 14:18:38:1255,2487,2332,0079,0076
08/20/2016 14:18:38:1505,1965,2226,0089,0079
08/20/2016 14:18:38:1755,2028,2181,0087,0080
08/20/2016 14:18:38:2005,2281,2344,0089,0078
08/20/2016 14:18:38:2254,2408,2404,0089,0075
08/20/2016 14:18:38:2505,2493,2346,0077,0075
08/20/2016 14:18:38:2755,2142,2104,0084,0090
08/20/2016 14:18:38:3004,1977,2266,0087,0090
08/20/2016 14:18:38:3255,2411,2411,0089,0078
08/20/2016 14:18:38:3505,2496,2352,0076,0077
08/20/2016 14:18:38:3755,2251,2040,0083,0076
08/20/2016 14:18:38:5504,2413,2394,0238,0198
08/20/2016 14:18:38:5755,2399,1994,0132,0126
08/20/2016 14:18:38:6005,1974,2238,0113,0101
08/20/2016 14:18:38:6254,2155,2303,0102,0089
08/20/2016 14:18:38:6505,2426,2421,0096,0082
08/20/2016 14:18:38:6755,2500,2281,0081,0080
08/20/2016 14:18:38:7004,2359,2097,0088,0081
08/20/2016 14:18:38:7254,1988,2235,0091,0077
08/20/2016 14:18:38:7504,2338,2358,0092,0078
08/20/2016 14:18:38:7755,2452,2415,0086,0075
08/20/2016 14:18:38:8004,2483,2236,0082,0092
08/20/2016 14:18:38:9255,2012,2162,0202,0178
08/20/2016 14:18:38:9504,2091,2294,0129,0116
08/20/2016 14:18:38:9755,2431,2404,0105,0092
08/20/2016 14:18:39:0254,2104,2300,0134,0120
08/20/2016 14:18:39:0504,2343,2384,0105,0093
08/20/2016 14:18:39:0755,2504,2325,0086,0082
08/20/2016 14:18:39:1004,2410,2159,0087,0079
08/20/2016 14:18:39:1254,1978,2284,0093,0079
08/20/2016 14:18:39:1504,2342,2363,0091,0078
08/20/2016 14:18:39:1755,2475,2433,0084,0074
08/20/2016 14:18:39:2004,2416,2142,0082,0082
08/20/2016 14:18:39:2254,2216,2121,0086,0076
08/20/2016 14:18:39:2505,2248,2360,0091,0077
08/20/2016 14:18:39:2755,2472,2414,0082,0073
08/20/2016 14:18:39:3005,2441,2222,0082,0078
08/20/2016 14:18:39:3254,2145,2130,0087,0078
08/20/2016 14:18:39:3504,2224,2317,0091,0080
08/20/2016 14:18:39:3755,2437,2395,0086,0070
08/20/2016 14:18:39:4005,2429,2205,0080,0079
08/20/2016 14:18:39:4255,2116,2147,0087,0078
08/20/2016 14:18:39:4505,2092,2303,0089,0079
08/20/2016 14:18:39:4754,2387,2384,0087,0074
08/20/2016 14:18:39:5005,2490,2347,0078,0074
08/20/2016 14:18:39:5255,2107,2167,0087,0077
08/20/2016 14:18:39:5504,2035,2263,0087,0077
08/20/2016 14:18:39:5754,2366,2376,0088,0076
08/20/2016 14:18:39:6005,2489,2378,0078,0074
08/20/2016 14:18:39:6255,2102,2167,0086,0078
08/20/2016 14:18:39:6505,1981,2248,0087,0078
08/20/2016 14:18:39:6755,2398,2454,0094,0078
08/20/2016 14:18:39:7004,2562,2573,0095,0083
08/20/2016 14:18:39:7255,2563,2569,0090,0071
08/20/2016 14:18:39:7505,2566,2570,0087,0074
08/20/2016 14:18:39:7754,2562,2563,0087,0074
08/20/2016 14:18:39:8005,2561,2570,0084,0073
08/20/2016 14:18:39:8254,2568,2570,0082,0071
08/20/2016 14:18:39:8505,2565,2569,0080,0070
08/20/2016 14:18:39:8754,2562,2569,0080,0070
08/20/2016 14:18:39:9005,2568,2568,0078,0070
08/20/2016 14:18:39:9255,2562,2569,0078,0069
08/20/2016 14:18:39:9505,2563,2573,0076,0067
08/20/2016 14:18:39:9755,2564,2574,0075,0067
08/20/2016 14:18:40:0255,2563,2567,0105,0091
08/20/2016 14:18:40:0504,2566,2571,0083,0074
08/20/2016 14:18:40:0755,2566,2570,0076,0069
08/20/2016 14:18:40:1005,2564,2570,0074,0067
08/20/2016 14:18:40:1254,2567,2570,0073,0064
08/20/2016 14:18:40:1504,2563,2570,0071,0063
08/20/2016 14:18:40:1755,2564,2567,0072,0063
08/20/2016 14:18:40:2005,2568,2570,0070,0062
08/20/2016 14:18:40:2255,2566,2571,0070,0062
08/20/2016 14:18:40:2504,2565,2568,0069,0062
08/20/2016 14:18:40:2754,2561,2567,0070,0062
08/20/2016 14:18:40:3005,2524,2509,0067,0062
08/20/2016 14:18:40:3254,2174,2338,0067,0062
08/20/2016 14:18:40:3505,2405,2375,0070,0061
08/20/2016 14:18:40:3755,2449,2448,0066,0060
08/20/2016 14:18:40:4005,2495,2298,0066,0066
08/20/2016 14:18:40:4254,2185,2302,0076,0066
08/20/2016 14:18:40:4505,2243,2394,0078,0067
08/20/2016 14:18:40:4754,2399,2439,0078,0067
08/20/2016 14:18:40:5005,2487,2462,0074,0067
08/20/2016 14:18:40:5255,2433,2279,0078,0071
08/20/2016 14:18:40:5504,2238,2321,0080,0070
08/20/2016 14:18:40:5754,2346,2433,0083,0070
08/20/2016 14:18:40:6004,2471,2465,0082,0074
08/20/2016 14:18:40:6254,2515,2446,0077,0073
08/20/2016 14:18:40:6504,2522,2508,0086,0077
08/20/2016 14:18:40:6754,2553,2559,0089,0078
08/20/2016 14:18:40:7005,2561,2567,0086,0071
08/20/2016 14:18:40:7255,2566,2574,0084,0075
08/20/2016 14:18:40:7504,2559,2574,0082,0072
08/20/2016 14:18:40:7754,2566,2569,0082,0073
08/20/2016 14:18:40:8004,2563,2567,0079,0072
08/20/2016 14:18:40:8255,2564,2570,0078,0070
08/20/2016 14:18:40:8505,2560,2566,0077,0068
08/20/2016 14:18:40:8755,2564,2568,0076,0068
08/20/2016 14:18:40:9005,2564,2567,0074,0066
08/20/2016 14:18:41:1504,2314,2405,0216,0189
08/20/2016 14:18:41:1754,2283,2413,0122,0111
08/20/2016 14:18:41:2005,2479,2463,0093,0078
08/20/2016 14:18:41:2255,2495,2249,0069,0073
08/20/2016 14:18:41:2504,2417,2243,0077,0071
08/20/2016 14:18:41:2754,2161,2356,0082,0072
08/20/2016 14:18:41:3004,2430,2443,0081,0070
08/20/2016 14:18:41:3255,2521,2408,0073,0070
08/20/2016 14:18:41:3504,2458,2283,0078,0074
08/20/2016 14:18:41:3754,2180,2367,0081,0075
08/20/2016 14:18:41:4004,2425,2455,0080,0072
08/20/2016 14:18:41:5254,2503,2485,0177,0156
08/20/2016 14:18:41:5505,2313,2333,0113,0107
08/20/2016 14:18:41:5754,2262,2407,0094,0085
08/20/2016 14:18:41:6004,2424,2466,0087,0079
08/20/2016 14:18:41:6254,2513,2496,0081,0074
08/20/2016 14:18:41:6505,2428,2313,0079,0074
08/20/2016 14:18:41:6754,2213,2393,0081,0089
08/20/2016 14:18:41:7004,2437,2462,0082,0076
08/20/2016 14:18:41:7255,2518,2489,0075,0073
08/20/2016 14:18:41:7505,2270,2357,0078,0071
08/20/2016 14:18:41:7754,2242,2409,0081,0095
08/20/2016 14:18:41:8005,2473,2479,0080,0076
08/20/2016 14:18:41:8254,2510,2501,0078,0072
08/20/2016 14:18:41:8505,2432,2341,0077,0087
08/20/2016 14:18:41:8755,2280,2424,0080,0091
08/20/2016 14:18:41:9005,2441,2475,0081,0078
08/20/2016 14:18:41:9255,2517,2493,0076,0076
08/20/2016 14:18:41:9505,2386,2344,0077,0074
08/20/2016 14:18:41:9754,2318,2352,0078,0088
08/20/2016 14:18:42:0255,2498,2380,0110,0101
08/20/2016 14:18:42:0505,2240,2414,0092,0089
08/20/2016 14:18:42:0755,2396,2463,0083,0077
08/20/2016 14:18:42:1005,2512,2499,0079,0084
08/20/2016 14:18:42:1254,2527,2475,0076,0075
08/20/2016 14:18:42:1504,2289,2371,0078,0072
08/20/2016 14:18:42:1755,2395,2458,0080,0072
08/20/2016 14:18:42:2005,2500,2497,0078,0068
08/20/2016 14:18:42:2254,2528,2476,0075,0070
08/20/2016 14:18:42:2505,2237,2383,0079,0072
08/20/2016 14:18:42:2754,2355,2451,0079,0070
08/20/2016 14:18:42:3005,2502,2498,0078,0069
08/20/2016 14:18:42:3254,2528,2470,0074,0067
08/20/2016 14:18:42:3505,2343,2367,0078,0070
08/20/2016 14:18:42:3754,2317,2438,0080,0069
08/20/2016 14:18:42:4004,2416,2472,0079,0068
08/20/2016 14:18:42:4254,2517,2503,0076,0067
08/20/2016 14:18:42:4505,2461,2360,0076,0070
08/20/2016 14:18:42:4755,2292,2417,0078,0070
08/20/2016 14:18:42:5005,2416,2472,0079,0070
08/20/2016 14:18:42:5254,2508,2496,0077,0070
08/20/2016 14:18:42:5505,2428,2329,0075,0070
08/20/2016 14:18:42:5754,2259,2377,0077,0070
08/20/2016 14:18:42:6004,2429,2473,0080,0070
08/20/2016 14:18:42:6255,2520,2502,0074,0073
08/20/2016 14:18:42:6504,2497,2358,0074,0068
08/20/2016 14:18:42:6754,2262,2401,0079,0078
08/20/2016 14:18:42:7005,2456,2470,0080,0068
08/20/2016 14:18:42:7254,2494,2487,0078,0068
08/20/2016 14:18:42:7504,2525,2471,0074,0074
08/20/2016 14:18:42:7755,2256,2416,0079,0078
08/20/2016 14:18:42:8005,2408,2464,0078,0068
08/20/2016 14:18:42:8255,2508,2504,0076,0078
08/20/2016 14:18:42:8504,2522,2496,0074,0075
08/20/2016 14:18:42:8754,2346,2344,0077,0076
08/20/2016 14:18:42:9004,2350,2445,0080,0074
08/20/2016 14:18:42:9254,2481,2478,0078,0068
08/20/2016 14:18:42:9505,2530,2462,0074,0070
08/20/2016 14:18:42:9755,2240,2385,0079,0087
08/20/2016 14:18:43:0255,2531,2443,0107,0105
08/20/2016 14:18:43:0505,2426,2305,0087,0090
08/20/2016 14:18:43:0755,2294,2426,0083,0097
08/20/2016 14:18:43:1004,2427,2470,0081,0075
08/20/2016 14:18:43:1255,2522,2493,0077,0081
08/20/2016 14:18:43:1504,2501,2375,0075,0087
08/20/2016 14:18:43:1754,2277,2416,0079,0082
08/20/2016 14:18:43:2005,2454,2480,0078,0073
08/20/2016 14:18:43:2254,2510,2504,0077,0071
08/20/2016 14:18:43:2505,2486,2367,0074,0082
08/20/2016 14:18:43:2755,2279,2427,0080,0078
08/20/2016 14:18:43:3005,2422,2468,0078,0074
08/20/2016 14:18:43:3254,2497,2492,0078,0075
08/20/2016 14:18:43:3504,2530,2462,0074,0079
08/20/2016 14:18:43:3755,2305,2376,0077,0071
08/20/2016 14:18:43:4005,2361,2456,0079,0070
08/20/2016 14:18:43:4254,2480,2489,0078,0069
08/20/2016 14:18:43:4505,2528,2484,0074,0072
08/20/2016 14:18:43:4754,2505,2379,0074,0072
08/20/2016 14:18:43:5005,2333,2448,0080,0068
08/20/2016 14:18:43:6754,2527,2470,0209,0183
08/20/2016 14:18:43:7005,2515,2521,0132,0118
08/20/2016 14:18:43:7255,2564,2573,0105,0105
08/20/2016 14:18:43:7504,2564,2570,0090,0086
08/20/2016 14:18:43:7755,2564,2569,0085,0091
08/20/2016 14:18:43:8005,2563,2570,0081,0072
08/20/2016 14:18:43:8254,2566,2566,0078,0070
08/20/2016 14:18:43:8504,2565,2568,0076,0070
08/20/2016 14:18:43:8754,2566,2568,0074,0067
08/20/2016 14:18:43:9005,2565,2567,0073,0066
08/20/2016 14:18:43:9254,2566,2568,0072,0064
08/20/2016 14:18:44:0505,2564,2566,0156,0136
08/20/2016 14:18:44:0754,2563,2566,0098,0090
08/20/2016 14:18:44:1005,2569,2573,0079,0073
08/20/2016 14:18:44:1254,2568,2566,0073,0067
08/20/2016 14:18:44:1505,2559,2566,0070,0062
08/20/2016 14:18:44:1755,2560,2570,0067,0061
08/20/2016 14:18:44:2005,2562,2566,0067,0061
08/20/2016 14:18:44:2255,2565,2567,0066,0060
08/20/2016 14:18:44:2504,2567,2565,0066,0058
08/20/2016 14:18:44:2755,2566,2570,0064,0059
08/20/2016 14:18:44:3005,2562,2567,0066,0059
08/20/2016 14:18:44:3254,2570,2568,0065,0058
08/20/2016 14:18:44:3505,2559,2570,0065,0058
08/20/2016 14:18:44:3754,2564,2572,0065,0058
08/20/2016 14:18:44:4005,2561,2567,0065,0058
08/20/2016 14:18:44:4254,2564,2569,0065,0058
08/20/2016 14:18:44:4504,2564,2570,0065,0058
08/20/2016 14:18:44:4754,2566,2566,0065,0058
08/20/2016 14:18:44:5005,2565,2569,0064,0058
08/20/2016 14:18:44:5254,2567,2570,0064,0058
08/20/2016 14:18:44:5504,2566,2566,0065,0058
08/20/2016 14:18:44:5755,2566,2570,0064,0058
08/20/2016 14:18:44:6005,2562,2567,0064,0057
08/20/2016 14:18:44:6254,2566,2574,0064,0057
08/20/2016 14:18:44:6505,2566,2566,0064,0058
08/20/2016 14:18:44:6755,2566,2566,0064,0058
08/20/2016 14:18:44:7005,2560,2563,0062,0057
08/20/2016 14:18:44:7255,2567,2570,0063,0058
08/20/2016 14:18:44:7504,2565,2572,0064,0057
08/20/2016 14:18:44:7754,2566,2568,0063,0057
08/20/2016 14:18:44:8005,2566,2568,0063,0057
08/20/2016 14:18:44:8255,2501,2487,0060,0056
08/20/2016 14:18:44:8504,2515,2309,0050,0055
08/20/2016 14:18:44:8754,2379,1948,0057,0055
08/20/2016 14:18:44:9004,2112,2289,0067,0058
08/20/2016 14:18:44:9255,2449,2438,0064,0056
08/20/2016 14:18:44:9505,2490,2351,0059,0058
08/20/2016 14:18:44:9755,2066,2169,0067,0062
08/20/2016 14:18:45:0255,2489,2285,0091,0084
08/20/2016 14:18:45:0505,2208,2154,0078,0071
08/20/2016 14:18:45:0754,1914,2238,0077,0067
08/20/2016 14:18:45:1004,2327,2351,0078,0064
08/20/2016 14:18:45:1255,2471,2367,0066,0062
08/20/2016 14:18:45:1504,2471,2249,0070,0066
08/20/2016 14:18:45:1754,2135,2184,0076,0066
08/20/2016 14:18:45:2004,2164,2348,0078,0067
08/20/2016 14:18:45:2255,2470,2412,0070,0063
08/20/2016 14:18:45:2505,2499,2312,0070,0066
08/20/2016 14:18:45:2754,2340,2019,0073,0067
08/20/2016 14:18:45:3005,2190,2325,0082,0067
08/20/2016 14:18:45:3255,2433,2423,0076,0062
08/20/2016 14:18:45:3504,2479,2408,0072,0066
08/20/2016 14:18:45:3755,2037,2210,0078,0070
08/20/2016 14:18:45:4004,2134,2321,0078,0070
08/20/2016 14:18:45:4254,2423,2416,0079,0066
08/20/2016 14:18:45:4504,2495,2352,0069,0066
08/20/2016 14:18:45:4755,1937,2147,0077,0070
08/20/2016 14:18:45:5005,2246,2344,0081,0069
08/20/2016 14:18:45:5255,2455,2452,0075,0065
08/20/2016 14:18:45:5505,2499,2362,0071,0069
08/20/2016 14:18:45:5755,2060,2162,0078,0070
08/20/2016 14:18:45:6004,2067,2276,0080,0070
08/20/2016 14:18:45:6255,2368,2404,0082,0068
08/20/2016 14:18:45:6505,2489,2315,0068,0066
08/20/2016 14:18:45:6755,2354,2035,0075,0070
08/20/2016 14:18:45:7004,1954,2205,0080,0070
08/20/2016 14:18:45:7254,2195,2348,0082,0070
08/20/2016 14:18:45:7505,2462,2461,0075,0066
08/20/2016 14:18:45:7754,2457,2154,0072,0070
08/20/2016 14:18:45:8004,1936,2180,0080,0070
08/20/2016 14:18:45:8255,2267,2336,0082,0069
08/20/2016 14:18:45:8504,2439,2437,0077,0066
08/20/2016 14:18:45:8755,2421,2081,0070,0070
08/20/2016 14:18:45:9004,1966,2139,0081,0070
08/20/2016 14:18:45:9254,2184,2349,0083,0071
08/20/2016 14:18:45:9505,2483,2425,0074,0067
08/20/2016 14:18:45:9754,2477,2384,0074,0067
08/20/2016 14:18:46:0255,2400,2391,0116,0095
08/20/2016 14:18:46:2004,1998,2185,0219,0191
08/20/2016 14:18:46:2254,2353,2375,0135,0116
08/20/2016 14:18:46:2505,2470,2384,0095,0089
08/20/2016 14:18:46:2755,2427,2101,0088,0082
08/20/2016 14:18:46:3005,1947,2280,0093,0079
08/20/2016 14:18:46:3255,2370,2397,0090,0074
08/20/2016 14:18:46:3505,2488,2346,0075,0072
08/20/2016 14:18:46:3754,2470,2143,0077,0073
08/20/2016 14:18:46:4004,1920,2172,0084,0073
08/20/2016 14:18:46:4254,2268,2345,0086,0073
08/20/2016 14:18:46:4505,2479,2420,0075,0069
08/20/2016 14:18:46:5755,2491,2251,0178,0158
08/20/2016 14:18:46:6004,2373,2075,0117,0105
08/20/2016 14:18:46:6254,2077,2297,0102,0087
08/20/2016 14:18:46:6505,2404,2419,0091,0076
08/20/2016 14:18:46:6754,2472,2421,0079,0074
08/20/2016 14:18:46:7005,2126,2147,0083,0075
08/20/2016 14:18:46:7254,2014,2245,0084,0074
08/20/2016 14:18:46:7504,2379,2391,0086,0072
08/20/2016 14:18:46:7754,2451,2416,0078,0069
08/20/2016 14:18:46:8004,2309,2103,0075,0071
08/20/2016 14:18:46:8254,1981,2214,0082,0073
08/20/2016 14:18:46:8504,2295,2365,0084,0072
08/20/2016 14:18:46:8755,2496,2368,0073,0068
08/20/2016 14:18:46:9004,2482,2259,0075,0070
08/20/2016 14:18:46:9255,2042,2203,0085,0072
08/20/2016 14:18:46:9505,2284,2358,0085,0070
08/20/2016 14:18:46:9755,2455,2439,0076,0067
08/20/2016 14:18:47:0255,2332,2398,0118,0099
08/20/2016 14:18:47:0505,2439,2441,0090,0078
08/20/2016 14:18:47:0755,2483,2212,0075,0075
08/20/2016 14:18:47:1004,2159,2118,0082,0074
08/20/2016 14:18:47:1254,2110,2318,0084,0072
08/20/2016 14:18:47:1505,2426,2428,0082,0068
08/20/2016 14:18:47:1754,2485,2364,0073,0070
08/20/2016 14:18:47:2004,2205,1994,0079,0073
08/20/2016 14:18:47:2255,2122,2345,0084,0073
08/20/2016 14:18:47:2504,2402,2421,0083,0070
08/20/2016 14:18:47:2755,2484,2273,0070,0069
08/20/2016 14:18:47:3004,2194,2086,0078,0070
08/20/2016 14:18:47:3254,2106,2306,0084,0071
08/20/2016 14:18:47:3504,2356,2385,0082,0070
08/20/2016 14:18:47:3755,2482,2342,0072,0068
08/20/2016 14:18:47:4004,2462,2225,0076,0070
08/20/2016 14:18:47:4254,2037,2269,0085,0073
08/20/2016 14:18:47:4505,2300,2392,0084,0070
08/20/2016 14:18:47:4755,2463,2429,0073,0066
08/20/2016 14:18:47:5004,2491,2190,0073,0071
08/20/2016 14:18:47:5254,2034,2185,0082,0073
08/20/2016 14:18:47:5505,2252,2376,0085,0070
08/20/2016 14:18:47:5754,2433,2454,0082,0067
08/20/2016 14:18:47:6004,2483,2380,0072,0069
08/20/2016 14:18:47:6254,2005,2194,0080,0072
08/20/2016 14:18:47:6505,2240,2347,0083,0070
08/20/2016 14:18:47:6755,2449,2442,0077,0067
08/20/2016 14:18:47:7005,2491,2279,0071,0071
08/20/2016 14:18:47:7255,2002,2252,0084,0073
08/20/2016 14:18:47:7504,2163,2346,0083,0072
08/20/2016 14:18:47:7755,2426,2440,0081,0068
08/20/2016 14:18:47:8004,2490,2336,0070,0069
08/20/2016 14:18:47:8254,2124,2159,0080,0073
08/20/2016 14:18:47:8504,2107,2306,0082,0072
08/20/2016 14:18:47:8755,2439,2443,0080,0070
08/20/2016 14:18:47:9005,2358,2164,0075,0072
08/20/2016 14:18:47:9254,2202,2121,0076,0071
08/20/2016 14:18:47:9505,2230,2355,0086,0078
08/20/2016 14:18:47:9755,2445,2445,0078,0073
08/20/2016 14:18:48:0254,2097,2285,0113,0107
08/20/2016 14:18:48:0504,2348,2404,0093,0082
08/20/2016 14:18:48:0755,2492,2391,0075,0075
08/20/2016 14:18:48:1004,2327,2159,0079,0074
08/20/2016 14:18:48:1254,1949,2251,0083,0074
08/20/2016 14:18:48:1504,2296,2386,0084,0074
08/20/2016 14:18:48:1754,2457,2433,0076,0070
08/20/2016 14:18:48:2005,2284,2101,0074,0074
08/20/2016 14:18:48:2255,1912,2218,0080,0074
08/20/2016 14:18:48:2505,2145,2359,0082,0074
08/20/2016 14:18:48:2754,2332,2405,0082,0073
08/20/2016 14:18:48:3004,2466,2431,0073,0067
08/20/2016 14:18:48:3254,2450,2205,0073,0073
08/20/2016 14:18:48:3505,2097,2313,0084,0074
08/20/2016 14:18:48:3755,2350,2391,0082,0073
08/20/2016 14:18:48:4005,2469,2443,0074,0069
08/20/2016 14:18:48:4255,2412,2206,0074,0070
08/20/2016 14:18:48:4505,1927,2289,0083,0076
08/20/2016 14:18:48:4754,2227,2365,0083,0074
08/20/2016 14:18:48:5005,2463,2439,0074,0069
08/20/2016 14:18:48:5254,2495,2290,0073,0072
08/20/2016 14:18:48:5504,2039,2188,0082,0074
08/20/2016 14:18:48:8005,2379,2398,0257,0221
08/20/2016 14:18:48:8255,2493,2330,0136,0132
08/20/2016 14:18:48:8504,2383,2105,0107,0101
08/20/2016 14:18:48:8754,1913,2269,0099,0091
08/20/2016 14:18:48:9005,2375,2417,0094,0084
08/20/2016 14:18:48:9255,2475,2426,0080,0075
08/20/2016 14:18:48:9504,2425,2164,0080,0078
08/20/2016 14:18:48:9755,2025,2197,0085,0079
08/20/2016 14:18:49:0255,2442,2182,0111,0104
08/20/2016 14:18:49:0504,2307,2188,0094,0087
08/20/2016 14:18:49:0755,2172,2350,0090,0081
08/20/2016 14:18:49:2005,2205,2343,0190,0165
08/20/2016 14:18:49:2255,2442,2428,0117,0105
08/20/2016 14:18:49:2504,2445,2454,0098,0088
08/20/2016 14:18:49:2755,2276,2137,0086,0081
08/20/2016 14:18:49:3005,2097,2323,0087,0080
08/20/2016 14:18:49:3255,2276,2358,0086,0077
08/20/2016 14:18:49:3504,2437,2420,0079,0070
08/20/2016 14:18:49:3754,2491,2251,0074,0074
08/20/2016 14:18:49:4005,1953,2251,0085,0077
08/20/2016 14:18:49:4255,2344,2405,0087,0075
08/20/2016 14:18:49:4504,2392,2410,0082,0067
08/20/2016 14:18:49:4755,2487,2276,0071,0076
08/20/2016 14:18:49:5004,2224,2035,0076,0078
08/20/2016 14:18:49:5255,2238,2342,0086,0074
08/20/2016 14:18:49:5505,2413,2391,0082,0073
08/20/2016 14:18:49:5754,2477,2396,0074,0071
08/20/2016 14:18:49:6004,2217,2148,0078,0073
08/20/2016 14:18:49:6255,2276,2345,0084,0074
08/20/2016 14:18:49:6504,2351,2387,0082,0074
08/20/2016 14:18:49:6755,2482,2258,0070,0072
08/20/2016 14:18:49:7004,2270,2072,0076,0075
08/20/2016 14:18:49:7255,2230,2334,0085,0075
08/20/2016 14:18:49:7504,2264,2370,0082,0074
08/20/2016 14:18:49:7754,2466,2422,0074,0071
08/20/2016 14:18:49:8005,2175,2153,0079,0075
08/20/2016 14:18:49:8255,2217,2321,0083,0074
08/20/2016 14:18:49:8505,2313,2384,0082,0072
08/20/2016 14:18:49:8754,2439,2420,0077,0068
08/20/2016 14:18:49:9004,2487,2258,0070,0071
08/20/2016 14:18:49:9255,2093,2245,0082,0074
08/20/2016 14:18:49:9505,2407,2415,0083,0070
08/20/2016 14:18:49:9755,2475,2450,0077,0070
08/20/2016 14:18:50:0255,2271,2368,0116,0103
08/20/2016 14:18:50:0505,2449,2416,0085,0078
08/20/2016 14:18:50:0754,2479,2238,0077,0074
08/20/2016 14:18:50:1005,2022,2193,0084,0077
08/20/2016 14:18:50:1255,2258,2365,0086,0077
08/20/2016 14:18:50:1505,2445,2430,0078,0069
08/20/2016 14:18:50:1754,2479,2383,0075,0075
08/20/2016 14:18:50:2005,2033,2151,0081,0075
08/20/2016 14:18:50:2255,2233,2339,0084,0073
08/20/2016 14:18:50:2505,2410,2423,0080,0070
08/20/2016 14:18:50:2755,2495,2325,0072,0072
08/20/2016 14:18:50:3004,2321,2147,0079,0074
08/20/2016 14:18:50:3254,2014,2266,0082,0074
08/20/2016 14:18:50:3505,2395,2398,0083,0073
08/20/2016 14:18:50:3754,2469,2419,0075,0070
08/20/2016 14:18:50:4004,2214,2071,0074,0073
08/20/2016 14:18:50:4255,2164,2326,0085,0073
08/20/2016 14:18:50:4505,2404,2401,0082,0070
08/20/2016 14:18:50:4755,2489,2321,0071,0072
08/20/2016 14:18:50:5005,2337,2093,0078,0069
08/20/2016 14:18:50:5255,1992,2290,0084,0074
08/20/2016 14:18:50:5505,2380,2421,0083,0070
08/20/2016 14:18:50:5754,2445,2432,0076,0069
08/20/2016 14:18:50:6005,2302,2110,0076,0075
08/20/2016 14:18:50:6255,2073,2303,0082,0074
08/20/2016 14:18:50:6505,2368,2404,0082,0071
08/20/2016 14:18:50:6754,2455,2437,0078,0067
08/20/2016 14:18:50:7004,2441,2183,0072,0070
08/20/2016 14:18:50:7255,1982,2270,0082,0074
08/20/2016 14:18:50:7505,2278,2352,0083,0072
08/20/2016 14:18:50:7754,2437,2434,0080,0069
08/20/2016 14:18:50:8005,2498,2317,0073,0070
08/20/2016 14:18:50:8255,2266,2417,0089,0078
08/20/2016 14:18:50:8505,2562,2565,0091,0080
08/20/2016 14:18:50:8754,2563,2566,0084,0076
08/20/2016 14:18:50:9004,2560,2570,0083,0074
08/20/2016 14:18:50:9254,2565,2569,0082,0074
08/20/2016 14:18:50:9504,2562,2566,0080,0072
08/20/2016 14:18:50:9755,2563,2569,0079,0071
08/20/2016 14:18:51:0254,2562,2566,0109,0095
08/20/2016 14:18:51:0504,2562,2571,0086,0077
08/20/2016 14:18:51:0755,2563,2570,0078,0071
08/20/2016 14:18:51:1004,2565,2566,0075,0067
08/20/2016 14:18:51:1254,2562,2566,0074,0070
08/20/2016 14:18:51:1504,2563,2568,0073,0066
08/20/2016 14:18:51:1754,2563,2568,0072,0065
08/20/2016 14:18:51:3505,2560,2574,0189,0161
08/20/2016 14:18:51:3755,2563,2571,0112,0101
08/20/2016 14:18:51:4005,2562,2568,0088,0081
08/20/2016 14:18:51:4254,2562,2565,0078,0072
08/20/2016 14:18:51:4505,2561,2570,0074,0067
08/20/2016 14:18:51:4755,2566,2568,0072,0065
08/20/2016 14:18:51:5004,2562,2566,0070,0064
08/20/2016 14:18:51:5254,2554,2566,0070,0062
08/20/2016 14:18:51:5505,2564,2570,0069,0062
08/20/2016 14:18:51:5755,2563,2568,0068,0062
08/20/2016 14:18:51:6004,2563,2566,0067,0062
08/20/2016 14:18:51:7255,2564,2564,0153,0132
08/20/2016 14:18:51:7504,2560,2568,0096,0088
08/20/2016 14:18:51:7755,2564,2572,0080,0073
08/20/2016 14:18:51:8004,2562,2572,0074,0066
08/20/2016 14:18:51:8255,2562,2568,0070,0064
