MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:22:07:9004,1994,2300,0100,0087
08/20/2016 14:22:07:9254,2243,2348,0095,0082
08/20/2016 14:22:07:9505,2276,2210,0087,0080
08/20/2016 14:22:07:9755,2254,2174,0090,0082
08/20/2016 14:22:08:0255,2294,2210,0124,0109
08/20/2016 14:22:08:0505,2275,2110,0096,0088
08/20/2016 14:22:08:0754,2290,2077,0091,0111
08/20/2016 14:22:08:1004,2237,2101,0136,0096
08/20/2016 14:22:08:1254,2301,2276,0108,0093
08/20/2016 14:22:08:1504,2450,2182,0094,0085
08/20/2016 14:22:08:1755,2423,2109,0087,0096
08/20/2016 14:22:08:2004,2306,2018,0085,0086
08/20/2016 14:22:08:2254,2061,2205,0094,0086
08/20/2016 14:22:08:2504,1888,2300,0090,0081
08/20/2016 14:22:08:2755,2349,2311,0088,0080
08/20/2016 14:22:08:3004,2339,2397,0095,0085
08/20/2016 14:22:08:3254,2173,2292,0087,0085
08/20/2016 14:22:08:3505,2085,2224,0091,0085
08/20/2016 14:22:08:3755,2325,2280,0087,0081
08/20/2016 14:22:08:4005,2372,2151,0081,0080
08/20/2016 14:22:08:4254,2216,2198,0086,0084
08/20/2016 14:22:08:4505,2197,2178,0139,0081
08/20/2016 14:22:08:4755,2215,2319,0111,0094
08/20/2016 14:22:08:5005,2357,2379,0099,0086
08/20/2016 14:22:08:5255,2385,2337,0092,0082
08/20/2016 14:22:08:5504,2326,2325,0091,0082
08/20/2016 14:22:08:5755,2269,2256,0091,0082
08/20/2016 14:22:08:6005,2202,2198,0087,0081
08/20/2016 14:22:08:6255,2259,2305,0088,0078
08/20/2016 14:22:08:6505,2383,2329,0088,0079
08/20/2016 14:22:08:6755,2221,2238,0086,0079
08/20/2016 14:22:08:7004,2150,2115,0082,0078
08/20/2016 14:22:08:7254,2057,2086,0087,0078
08/20/2016 14:22:08:7504,2111,2281,0091,0078
08/20/2016 14:22:08:7755,2362,2358,0088,0079
08/20/2016 14:22:08:8005,2268,2307,0087,0078
08/20/2016 14:22:08:8254,2110,2193,0086,0078
08/20/2016 14:22:08:8504,2001,2275,0088,0078
08/20/2016 14:22:08:8755,2370,2363,0089,0078
08/20/2016 14:22:08:9004,2329,2394,0088,0078
08/20/2016 14:22:08:9254,2276,2366,0087,0080
08/20/2016 14:22:08:9505,2216,1990,0081,0080
08/20/2016 14:22:08:9755,2257,2276,0089,0108
08/20/2016 14:22:09:0255,2176,2239,0121,0127
08/20/2016 14:22:09:0505,1960,2067,0091,0095
08/20/2016 14:22:09:0755,2069,2271,0095,0091
08/20/2016 14:22:09:1004,2185,2269,0091,0084
08/20/2016 14:22:09:1255,2382,2209,0082,0079
08/20/2016 14:22:09:1505,2258,2251,0100,0083
08/20/2016 14:22:09:1755,2234,2286,0099,0084
08/20/2016 14:22:09:2005,2131,2302,0093,0080
08/20/2016 14:22:09:2255,2317,2288,0086,0079
08/20/2016 14:22:09:2505,2332,2031,0076,0074
08/20/2016 14:22:09:2754,2350,2054,0082,0079
08/20/2016 14:22:09:3005,2121,2061,0090,0078
08/20/2016 14:22:09:3254,2107,2197,0089,0078
08/20/2016 14:22:09:3504,2380,2302,0087,0077
08/20/2016 14:22:09:3754,2297,2223,0082,0077
08/20/2016 14:22:09:4005,2404,2390,0153,0076
08/20/2016 14:22:09:4255,2498,2456,0151,0111
08/20/2016 14:22:09:4504,2405,2472,0119,0120
08/20/2016 14:22:09:4754,2508,2519,0105,0102
08/20/2016 14:22:09:5005,2549,2556,0099,0093
08/20/2016 14:22:09:5255,2561,2568,0101,0089
08/20/2016 14:22:09:5505,2566,2566,0097,0087
08/20/2016 14:22:09:5754,2558,2570,0096,0087
08/20/2016 14:22:09:6005,2560,2570,0095,0086
08/20/2016 14:22:09:6255,2562,2563,0094,0086
08/20/2016 14:22:09:6505,2563,2566,0094,0085
08/20/2016 14:22:09:6754,2561,2563,0094,0083
08/20/2016 14:22:09:7005,2562,2561,0093,0083
08/20/2016 14:22:09:7254,2559,2564,0092,0082
08/20/2016 14:22:09:7505,2561,2564,0091,0082
08/20/2016 14:22:10:0254,2563,2561,0270,0236
08/20/2016 14:22:10:0504,2562,2564,0155,0141
08/20/2016 14:22:10:0754,2566,2570,0119,0107
08/20/2016 14:22:10:1005,2559,2562,0104,0094
08/20/2016 14:22:10:1255,2557,2567,0098,0087
08/20/2016 14:22:10:1504,2560,2569,0094,0083
08/20/2016 14:22:10:1755,2560,2561,0091,0082
08/20/2016 14:22:10:2005,2560,2564,0088,0081
08/20/2016 14:22:10:2254,2563,2568,0088,0078
08/20/2016 14:22:10:2504,2562,2567,0087,0078
08/20/2016 14:22:10:2755,2562,2563,0086,0077
08/20/2016 14:22:10:4004,2561,2565,0189,0165
08/20/2016 14:22:10:4255,2458,2311,0116,0109
08/20/2016 14:22:10:4505,2197,2263,0095,0089
08/20/2016 14:22:10:4754,2031,1833,0073,0076
08/20/2016 14:22:10:5005,1353,1985,0074,0068
08/20/2016 14:22:10:5255,2017,1982,0059,0059
08/20/2016 14:22:10:5505,1612,1861,0060,0062
08/20/2016 14:22:10:5754,1397,1863,0064,0064
08/20/2016 14:22:10:6005,1592,2002,0085,0073
08/20/2016 14:22:10:6254,1746,2049,0079,0070
08/20/2016 14:22:10:6504,2052,1496,0045,0054
08/20/2016 14:22:10:6755,2144,1840,0074,0072
08/20/2016 14:22:10:7005,1365,1754,0071,0070
08/20/2016 14:22:10:7255,1663,2127,0091,0076
08/20/2016 14:22:10:7505,2010,2220,0082,0074
08/20/2016 14:22:10:7754,2234,2029,0075,0073
08/20/2016 14:22:10:8004,2229,1881,0122,0070
08/20/2016 14:22:10:8255,2051,1459,0092,0097
08/20/2016 14:22:10:8504,1872,1807,0087,0092
08/20/2016 14:22:10:8755,2106,1249,0044,0062
08/20/2016 14:22:10:9005,2252,1485,0067,0068
08/20/2016 14:22:10:9255,2077,1745,0084,0077
08/20/2016 14:22:10:9504,2058,1256,0072,0074
08/20/2016 14:22:10:9754,1952,1807,0083,0072
08/20/2016 14:22:11:0255,1612,1371,0096,0099
08/20/2016 14:22:11:0504,1798,1285,0079,0078
08/20/2016 14:22:11:0754,1562,1877,0091,0077
08/20/2016 14:22:11:1005,2266,2178,0089,0080
08/20/2016 14:22:11:1255,2178,2064,0085,0085
08/20/2016 14:22:11:1504,2085,2005,0133,0079
08/20/2016 14:22:11:1754,1128,2021,0098,0093
08/20/2016 14:22:11:2004,1957,2183,0116,0093
08/20/2016 14:22:11:2255,1973,1907,0081,0075
08/20/2016 14:22:11:2505,1866,1981,0080,0091
08/20/2016 14:22:11:2754,1214,1998,0082,0087
08/20/2016 14:22:11:3004,0923,1805,0076,0086
08/20/2016 14:22:11:3254,1564,2097,0077,0079
08/20/2016 14:22:11:3505,1965,2094,0078,0084
08/20/2016 14:22:11:3754,1870,2062,0079,0095
08/20/2016 14:22:11:4005,1667,1707,0071,0082
08/20/2016 14:22:11:4254,1475,1880,0083,0088
08/20/2016 14:22:11:4504,1470,0994,0041,0055
08/20/2016 14:22:11:4755,2143,1347,0060,0065
08/20/2016 14:22:11:5005,2043,1220,0063,0067
08/20/2016 14:22:11:5255,1542,1330,0071,0075
08/20/2016 14:22:11:5504,0463,1894,0082,0071
08/20/2016 14:22:11:5754,0833,2145,0092,0074
08/20/2016 14:22:11:6005,1956,2311,0088,0077
08/20/2016 14:22:11:6254,1824,2253,0086,0080
08/20/2016 14:22:11:6505,1196,1806,0070,0075
08/20/2016 14:22:11:6754,1512,1567,0075,0088
08/20/2016 14:22:11:7004,1867,1922,0084,0083
08/20/2016 14:22:11:7255,2195,1699,0066,0073
08/20/2016 14:22:11:7505,2063,1605,0067,0070
08/20/2016 14:22:11:7754,1616,2065,0082,0077
08/20/2016 14:22:11:8004,1481,2031,0083,0080
08/20/2016 14:22:11:8254,1785,1856,0085,0080
08/20/2016 14:22:11:8505,1848,2029,0088,0082
08/20/2016 14:22:11:8755,2033,2255,0086,0081
08/20/2016 14:22:11:9005,2078,2218,0087,0082
08/20/2016 14:22:11:9254,2130,2094,0151,0078
08/20/2016 14:22:11:9505,2154,1926,0110,0082
08/20/2016 14:22:11:9754,2142,2023,0091,0077
08/20/2016 14:22:12:0255,1376,1627,0106,0099
08/20/2016 14:22:12:0505,1610,1797,0095,0085
08/20/2016 14:22:12:0754,1833,2031,0092,0085
08/20/2016 14:22:12:1005,1799,1615,0055,0063
08/20/2016 14:22:12:1254,1682,1931,0076,0070
08/20/2016 14:22:12:1505,1732,1706,0085,0078
08/20/2016 14:22:12:1755,1966,2056,0098,0082
08/20/2016 14:22:12:2004,2091,2186,0091,0078
08/20/2016 14:22:12:2254,2266,2130,0148,0079
08/20/2016 14:22:12:2505,2070,0907,0066,0066
08/20/2016 14:22:12:2754,1572,1319,0081,0069
08/20/2016 14:22:12:3004,1762,1879,0098,0077
08/20/2016 14:22:12:3254,1878,2115,0093,0082
08/20/2016 14:22:12:3505,2234,2055,0083,0081
08/20/2016 14:22:12:3755,1645,1717,0070,0078
08/20/2016 14:22:12:5505,2031,2014,0238,0195
08/20/2016 14:22:12:5755,2198,2248,0145,0154
08/20/2016 14:22:12:6005,2135,2147,0140,0112
08/20/2016 14:22:12:6254,1859,1810,0092,0089
08/20/2016 14:22:12:6505,1865,0948,0078,0082
08/20/2016 14:22:12:6755,1829,1607,0086,0091
08/20/2016 14:22:12:7004,2023,2110,0095,0088
08/20/2016 14:22:12:7255,1828,2089,0081,0078
08/20/2016 14:22:12:7505,1775,1923,0118,0081
08/20/2016 14:22:12:7755,1821,1911,0107,0085
08/20/2016 14:22:12:8004,1400,1818,0081,0071
08/20/2016 14:22:12:9254,1575,1209,0167,0143
08/20/2016 14:22:12:9505,2215,1469,0104,0098
08/20/2016 14:22:12:9755,2139,1857,0109,0098
08/20/2016 14:22:13:0254,2019,2135,0142,0127
08/20/2016 14:22:13:0504,2218,2145,0102,0097
08/20/2016 14:22:13:0755,1861,1552,0066,0074
08/20/2016 14:22:13:1004,1968,1657,0077,0078
08/20/2016 14:22:13:1254,1929,1751,0092,0087
08/20/2016 14:22:13:1505,1612,2084,0091,0081
08/20/2016 14:22:13:1755,1759,2117,0074,0070
08/20/2016 14:22:13:2005,1838,2097,0081,0099
08/20/2016 14:22:13:2254,2076,1960,0086,0092
08/20/2016 14:22:13:2504,2105,1729,0081,0084
08/20/2016 14:22:13:2755,2210,1857,0092,0083
08/20/2016 14:22:13:3004,2276,2242,0141,0084
08/20/2016 14:22:13:3254,2350,2387,0114,0088
08/20/2016 14:22:13:3504,2425,2485,0105,0086
08/20/2016 14:22:13:3755,2537,2461,0101,0090
08/20/2016 14:22:13:4005,2562,2558,0150,0090
08/20/2016 14:22:13:4254,2559,2566,0117,0089
08/20/2016 14:22:13:4504,2558,2565,0105,0087
08/20/2016 14:22:13:5005,2559,2564,0140,0118
08/20/2016 14:22:13:5255,2559,2564,0110,0095
08/20/2016 14:22:13:5504,2560,2564,0099,0088
08/20/2016 14:22:13:5754,2558,2562,0095,0085
08/20/2016 14:22:13:6005,2559,2565,0095,0082
08/20/2016 14:22:13:6255,2554,2568,0092,0081
08/20/2016 14:22:13:6505,2560,2567,0091,0080
08/20/2016 14:22:13:6754,2559,2562,0091,0080
08/20/2016 14:22:13:7005,2559,2563,0090,0079
08/20/2016 14:22:13:7254,2562,2562,0089,0078
08/20/2016 14:22:13:7505,2560,2566,0087,0078
08/20/2016 14:22:13:7754,2562,2561,0087,0078
08/20/2016 14:22:13:8005,2559,2563,0087,0078
08/20/2016 14:22:13:8254,2559,2562,0087,0077
08/20/2016 14:22:13:8504,2559,2566,0087,0077
08/20/2016 14:22:13:8755,2561,2563,0087,0076
08/20/2016 14:22:13:9005,2556,2561,0086,0077
08/20/2016 14:22:13:9254,2557,2565,0086,0077
08/20/2016 14:22:13:9504,2562,2562,0085,0077
08/20/2016 14:22:13:9755,2560,2562,0086,0076
08/20/2016 14:22:14:0255,2560,2563,0119,0105
08/20/2016 14:22:14:0505,2558,2566,0096,0086
08/20/2016 14:22:14:0754,2559,2563,0090,0080
08/20/2016 14:22:14:1005,2418,2390,0084,0078
08/20/2016 14:22:14:1254,2484,2306,0080,0074
08/20/2016 14:22:14:1504,2090,1851,0066,0069
08/20/2016 14:22:14:1754,2171,2287,0069,0059
08/20/2016 14:22:14:2005,1314,1355,0042,0058
08/20/2016 14:22:14:2255,1940,1905,0062,0055
08/20/2016 14:22:14:2504,2072,2125,0073,0064
08/20/2016 14:22:14:2755,1915,2010,0070,0069
08/20/2016 14:22:14:3005,1370,1890,0074,0069
08/20/2016 14:22:14:3254,0407,1882,0058,0058
08/20/2016 14:22:14:3504,0877,2111,0072,0060
08/20/2016 14:22:14:3754,2018,2230,0074,0066
08/20/2016 14:22:14:4005,1811,2021,0066,0068
08/20/2016 14:22:14:4254,1910,1882,0066,0067
08/20/2016 14:22:14:4504,2055,1890,0080,0074
08/20/2016 14:22:14:4754,2139,2156,0134,0081
08/20/2016 14:22:14:5005,2375,2081,0092,0087
08/20/2016 14:22:14:5254,2394,2107,0085,0075
08/20/2016 14:22:14:5504,1467,2013,0098,0074
08/20/2016 14:22:14:5754,1445,1831,0081,0066
08/20/2016 14:22:14:6004,1982,1928,0074,0063
08/20/2016 14:22:14:6255,2018,2016,0073,0066
08/20/2016 14:22:14:6505,1869,2053,0076,0071
08/20/2016 14:22:14:6754,1977,1970,0078,0077
08/20/2016 14:22:14:7005,1352,2050,0077,0067
08/20/2016 14:22:14:7255,2085,2020,0069,0065
08/20/2016 14:22:14:7504,2195,2047,0074,0067
08/20/2016 14:22:14:7755,1246,2043,0070,0069
08/20/2016 14:22:14:8004,1350,1911,0074,0094
08/20/2016 14:22:14:8255,1683,2175,0078,0080
08/20/2016 14:22:14:8504,1581,1989,0058,0063
08/20/2016 14:22:14:8754,1475,1841,0051,0056
08/20/2016 14:22:14:9005,1335,1455,0051,0064
08/20/2016 14:22:14:9255,1534,1607,0075,0090
08/20/2016 14:22:15:1004,1293,1352,0172,0159
08/20/2016 14:22:15:1255,0365,1361,0101,0097
08/20/2016 14:22:15:1505,0760,1612,0098,0082
08/20/2016 14:22:15:1754,1401,2004,0133,0078
08/20/2016 14:22:15:2004,2018,2279,0134,0079
08/20/2016 14:22:15:2255,1716,2182,0097,0076
08/20/2016 14:22:15:2504,1413,2171,0086,0072
08/20/2016 14:22:15:2755,1121,1774,0078,0067
08/20/2016 14:22:15:3005,1978,1737,0068,0066
08/20/2016 14:22:15:3255,2294,1690,0098,0095
08/20/2016 14:22:15:3505,2339,1662,0082,0088
08/20/2016 14:22:15:4754,2260,1931,0186,0158
08/20/2016 14:22:15:5005,1993,1682,0116,0113
08/20/2016 14:22:15:5255,1551,1332,0128,0089
08/20/2016 14:22:15:5504,1659,2121,0111,0085
08/20/2016 14:22:15:5754,1654,2223,0090,0074
08/20/2016 14:22:15:6004,1377,2048,0071,0066
08/20/2016 14:22:15:6255,1747,1709,0102,0074
08/20/2016 14:22:15:6505,1795,2008,0093,0103
08/20/2016 14:22:15:6755,2089,1928,0094,0098
08/20/2016 14:22:15:7005,2287,1984,0096,0094
08/20/2016 14:22:15:7254,2291,1856,0082,0082
08/20/2016 14:22:15:7504,1384,1757,0073,0076
08/20/2016 14:22:15:7755,1171,1853,0082,0070
08/20/2016 14:22:15:8005,1967,2068,0079,0070
08/20/2016 14:22:15:8255,2226,1534,0061,0064
08/20/2016 14:22:15:8505,2067,1747,0079,0078
08/20/2016 14:22:15:8754,2054,2052,0091,0078
08/20/2016 14:22:15:9004,1532,2176,0091,0078
08/20/2016 14:22:15:9254,2045,2267,0085,0074
08/20/2016 14:22:15:9505,2038,2076,0075,0072
08/20/2016 14:22:15:9755,2072,1964,0073,0066
08/20/2016 14:22:16:0255,2245,2167,0149,0108
08/20/2016 14:22:16:0505,2101,1802,0090,0082
08/20/2016 14:22:16:0754,1736,1534,0073,0078
08/20/2016 14:22:16:1005,1729,1893,0092,0081
08/20/2016 14:22:16:1254,1901,2182,0090,0082
08/20/2016 14:22:16:1505,2226,2217,0085,0080
08/20/2016 14:22:16:1755,2131,2105,0078,0080
08/20/2016 14:22:16:2004,2119,2089,0079,0080
08/20/2016 14:22:16:2254,1784,1858,0075,0077
08/20/2016 14:22:16:2505,2002,2081,0078,0073
08/20/2016 14:22:16:2755,2213,1719,0061,0065
08/20/2016 14:22:16:3005,2144,1845,0072,0074
08/20/2016 14:22:16:3255,1813,1773,0076,0075
08/20/2016 14:22:16:3505,1676,1885,0082,0074
08/20/2016 14:22:16:3755,2066,2193,0119,0074
08/20/2016 14:22:16:4004,2253,2161,0093,0076
08/20/2016 14:22:16:4254,2280,1891,0074,0071
08/20/2016 14:22:16:4505,1988,1644,0068,0074
08/20/2016 14:22:16:4754,1931,1724,0078,0073
08/20/2016 14:22:16:5004,1775,2104,0116,0093
08/20/2016 14:22:16:5254,2172,2214,0110,0090
08/20/2016 14:22:16:5505,2252,2056,0087,0080
08/20/2016 14:22:16:5755,2058,1957,0078,0093
08/20/2016 14:22:16:6005,1816,1977,0084,0091
08/20/2016 14:22:16:6255,1836,1991,0081,0079
08/20/2016 14:22:16:6505,2169,2271,0091,0085
08/20/2016 14:22:16:6755,2382,2425,0089,0081
08/20/2016 14:22:16:7004,2485,2491,0091,0099
08/20/2016 14:22:16:7254,2538,2455,0090,0097
08/20/2016 14:22:16:7504,2495,2535,0098,0093
08/20/2016 14:22:16:7755,2562,2566,0094,0090
08/20/2016 14:22:16:8004,2559,2565,0093,0103
08/20/2016 14:22:16:8254,2560,2562,0094,0092
08/20/2016 14:22:16:8505,2562,2562,0135,0081
08/20/2016 14:22:16:8755,2560,2566,0105,0083
08/20/2016 14:22:16:9004,2562,2566,0096,0084
08/20/2016 14:22:16:9255,2558,2562,0092,0082
08/20/2016 14:22:16:9504,2561,2562,0091,0082
08/20/2016 14:22:16:9755,2563,2566,0089,0082
08/20/2016 14:22:17:0255,2558,2567,0125,0111
08/20/2016 14:22:17:0505,2563,2566,0099,0091
08/20/2016 14:22:17:0755,2562,2566,0091,0085
08/20/2016 14:22:17:1005,2558,2566,0088,0082
08/20/2016 14:22:17:1255,2558,2567,0087,0080
08/20/2016 14:22:17:1505,2565,2568,0087,0080
08/20/2016 14:22:17:1755,2562,2568,0086,0079
08/20/2016 14:22:17:2005,2559,2564,0087,0080
08/20/2016 14:22:17:2255,2560,2565,0087,0080
08/20/2016 14:22:17:2505,2561,2566,0086,0079
08/20/2016 14:22:17:2755,2559,2564,0085,0079
08/20/2016 14:22:17:3004,2556,2566,0086,0078
08/20/2016 14:22:17:3255,2560,2568,0084,0078
08/20/2016 14:22:17:3505,2563,2565,0084,0078
08/20/2016 14:22:17:3755,2560,2564,0084,0079
08/20/2016 14:22:17:4004,2555,2558,0084,0079
08/20/2016 14:22:17:4254,2371,2316,0079,0078
08/20/2016 14:22:17:4505,2372,2188,0076,0075
08/20/2016 14:22:17:7254,2559,2569,0269,0234
08/20/2016 14:22:17:7505,2557,2566,0160,0145
08/20/2016 14:22:17:7755,2563,2565,0124,0113
08/20/2016 14:22:17:8005,2561,2569,0107,0099
08/20/2016 14:22:17:8255,2563,2568,0102,0094
08/20/2016 14:22:17:8505,2562,2564,0099,0090
08/20/2016 14:22:17:8754,2564,2567,0095,0087
08/20/2016 14:22:17:9005,2559,2566,0093,0086
08/20/2016 14:22:17:9254,2561,2566,0092,0085
08/20/2016 14:22:17:9504,2559,2564,0091,0084
08/20/2016 14:22:17:9754,2564,2570,0090,0082
08/20/2016 14:22:18:1005,2563,2566,0195,0172
08/20/2016 14:22:18:1254,2557,2565,0126,0115
08/20/2016 14:22:18:1505,2558,2565,0104,0096
08/20/2016 14:22:18:1755,2559,2570,0095,0087
08/20/2016 14:22:18:2005,2563,2569,0092,0084
08/20/2016 14:22:18:2255,2562,2566,0090,0082
08/20/2016 14:22:18:2505,2562,2565,0088,0081
08/20/2016 14:22:18:2754,2562,2569,0087,0081
08/20/2016 14:22:18:3005,2557,2567,0087,0080
08/20/2016 14:22:18:3254,2557,2567,0087,0078
08/20/2016 14:22:18:3504,2562,2566,0086,0078
08/20/2016 14:22:18:3755,2562,2563,0086,0078
08/20/2016 14:22:18:4005,2564,2561,0086,0078
08/20/2016 14:22:18:4254,2562,2569,0085,0078
08/20/2016 14:22:18:4504,2566,2566,0085,0078
08/20/2016 14:22:18:4755,2559,2564,0086,0078
08/20/2016 14:22:18:5005,2562,2566,0085,0078
08/20/2016 14:22:18:5254,2561,2566,0085,0078
08/20/2016 14:22:18:5504,2566,2565,0084,0078
08/20/2016 14:22:18:5754,2565,2565,0084,0078
08/20/2016 14:22:18:6005,2565,2565,0085,0078
08/20/2016 14:22:18:6254,2559,2566,0084,0078
08/20/2016 14:22:18:6504,2559,2566,0084,0078
08/20/2016 14:22:18:6755,2560,2566,0084,0077
08/20/2016 14:22:18:7005,2562,2566,0084,0077
08/20/2016 14:22:18:7254,2562,2568,0084,0078
08/20/2016 14:22:18:7504,2555,2567,0083,0077
08/20/2016 14:22:18:7754,2561,2566,0084,0077
08/20/2016 14:22:18:8004,2562,2564,0083,0077
08/20/2016 14:22:18:8255,2562,2563,0084,0078
08/20/2016 14:22:18:8505,2562,2565,0084,0077
08/20/2016 14:22:18:8755,2563,2559,0082,0077
08/20/2016 14:22:18:9005,2565,2569,0083,0077
08/20/2016 14:22:18:9255,2566,2563,0083,0076
08/20/2016 14:22:18:9504,2562,2566,0083,0077
08/20/2016 14:22:18:9755,2563,2568,0082,0077
08/20/2016 14:22:19:0255,2562,2562,0116,0106
08/20/2016 14:22:19:0505,2562,2569,0094,0087
08/20/2016 14:22:19:0754,2563,2566,0087,0080
08/20/2016 14:22:19:1004,2562,2562,0086,0078
08/20/2016 14:22:19:1255,2561,2565,0085,0078
08/20/2016 14:22:19:1504,2563,2562,0083,0077
08/20/2016 14:22:19:1754,2560,2562,0083,0078
08/20/2016 14:22:19:2004,2562,2566,0084,0077
08/20/2016 14:22:19:2255,2562,2564,0084,0078
08/20/2016 14:22:19:2504,2559,2566,0083,0078
08/20/2016 14:22:19:2754,2563,2564,0082,0076
08/20/2016 14:22:19:3004,2559,2570,0083,0078
08/20/2016 14:22:19:3255,2562,2559,0083,0078
08/20/2016 14:22:19:3504,2559,2567,0082,0077
08/20/2016 14:22:19:3754,2564,2568,0082,0077
08/20/2016 14:22:19:4005,2562,2564,0082,0077
08/20/2016 14:22:19:4255,2561,2565,0084,0077
08/20/2016 14:22:19:4505,2563,2562,0083,0076
08/20/2016 14:22:19:4755,2561,2567,0083,0076
08/20/2016 14:22:19:5004,2560,2566,0082,0077
08/20/2016 14:22:19:5255,2562,2559,0083,0077
08/20/2016 14:22:19:5505,2562,2561,0083,0077
08/20/2016 14:22:19:5755,2562,2564,0084,0077
08/20/2016 14:22:19:6004,2563,2565,0082,0077
08/20/2016 14:22:19:6255,2562,2561,0083,0078
08/20/2016 14:22:19:6504,2560,2562,0082,0077
08/20/2016 14:22:19:6755,2559,2560,0083,0077
08/20/2016 14:22:19:7004,2565,2566,0082,0077
08/20/2016 14:22:19:7255,2562,2566,0083,0077
08/20/2016 14:22:19:7504,2558,2564,0083,0076
08/20/2016 14:22:19:7754,2562,2568,0082,0076
08/20/2016 14:22:19:8004,2565,2563,0082,0076
08/20/2016 14:22:19:8254,2565,2568,0082,0076
08/20/2016 14:22:19:8505,2562,2562,0082,0077
08/20/2016 14:22:19:8755,2562,2568,0082,0076
08/20/2016 14:22:19:9005,2242,2396,0079,0076
08/20/2016 14:22:19:9254,2516,2392,0073,0073
08/20/2016 14:22:19:9505,2108,2026,0058,0066
08/20/2016 14:22:19:9754,1858,1760,0049,0061
08/20/2016 14:22:20:0254,1695,1774,0076,0073
08/20/2016 14:22:20:0504,2027,1828,0070,0069
08/20/2016 14:22:20:0755,1600,2018,0071,0070
08/20/2016 14:22:20:2504,1858,1942,0191,0178
08/20/2016 14:22:20:2754,1960,2122,0123,0114
08/20/2016 14:22:20:3004,2223,2208,0095,0093
08/20/2016 14:22:20:3254,2226,1981,0077,0080
08/20/2016 14:22:20:3505,2043,1958,0082,0082
08/20/2016 14:22:20:3754,2045,2042,0085,0080
08/20/2016 14:22:20:4004,2071,2243,0088,0103
08/20/2016 14:22:20:4254,2253,2401,0086,0085
08/20/2016 14:22:20:4505,2201,2246,0077,0079
08/20/2016 14:22:20:4755,2126,2179,0078,0077
08/20/2016 14:22:20:5005,2112,2314,0088,0080
08/20/2016 14:22:20:6255,2101,2302,0182,0162
08/20/2016 14:22:20:6504,2186,2379,0118,0109
08/20/2016 14:22:20:6755,2379,2381,0095,0093
08/20/2016 14:22:20:7005,2261,2295,0084,0087
08/20/2016 14:22:20:7254,2210,2273,0084,0099
08/20/2016 14:22:20:7505,1991,2300,0086,0086
08/20/2016 14:22:20:7754,2097,2407,0086,0080
08/20/2016 14:22:20:8004,2379,2371,0080,0074
08/20/2016 14:22:20:8254,2380,2284,0079,0076
08/20/2016 14:22:20:8504,2169,2251,0079,0075
08/20/2016 14:22:20:8755,2157,2270,0083,0076
08/20/2016 14:22:20:9005,2216,2353,0081,0073
08/20/2016 14:22:20:9255,2291,2363,0079,0075
08/20/2016 14:22:20:9505,2271,2339,0079,0074
08/20/2016 14:22:20:9755,2184,2310,0082,0076
08/20/2016 14:22:21:0254,2394,2329,0111,0101
08/20/2016 14:22:21:0504,2369,2259,0090,0085
08/20/2016 14:22:21:0755,2198,2218,0087,0080
08/20/2016 14:22:21:1005,2152,2278,0084,0076
08/20/2016 14:22:21:1255,2368,2368,0083,0076
08/20/2016 14:22:21:1504,2398,2329,0080,0074
08/20/2016 14:22:21:1755,2367,2219,0078,0103
08/20/2016 14:22:21:2004,2126,2186,0079,0090
08/20/2016 14:22:21:2254,2107,2333,0083,0084
08/20/2016 14:22:21:2504,2226,2346,0080,0077
08/20/2016 14:22:21:2755,2379,2276,0077,0075
08/20/2016 14:22:21:3004,2255,2327,0080,0076
08/20/2016 14:22:21:3254,2163,2148,0078,0075
08/20/2016 14:22:21:3505,2057,2325,0080,0072
08/20/2016 14:22:21:3755,2363,2258,0076,0094
08/20/2016 14:22:21:4004,2365,2292,0078,0081
08/20/2016 14:22:21:4254,2308,2256,0078,0079
08/20/2016 14:22:21:4504,2174,2184,0080,0076
08/20/2016 14:22:21:4755,2242,2350,0082,0074
08/20/2016 14:22:21:5004,2293,2195,0073,0072
08/20/2016 14:22:21:5255,2262,2068,0068,0070
08/20/2016 14:22:21:5504,2229,2058,0075,0076
08/20/2016 14:22:21:5755,2178,2191,0170,0070
08/20/2016 14:22:21:6005,2332,2332,0115,0076
08/20/2016 14:22:21:6254,2358,2227,0089,0071
08/20/2016 14:22:21:6504,2161,2245,0082,0067
08/20/2016 14:22:21:6755,2176,2118,0090,0074
08/20/2016 14:22:21:7005,2158,2216,0089,0077
08/20/2016 14:22:21:7254,2106,2232,0081,0095
08/20/2016 14:22:21:7504,2364,2234,0133,0085
08/20/2016 14:22:21:7754,2404,1914,0084,0077
08/20/2016 14:22:21:8005,2062,2054,0089,0094
08/20/2016 14:22:21:8255,2144,2211,0094,0085
08/20/2016 14:22:21:8504,2080,2317,0088,0082
08/20/2016 14:22:21:8754,2045,2344,0082,0076
08/20/2016 14:22:21:9005,2148,2277,0082,0077
08/20/2016 14:22:21:9255,2206,2099,0079,0077
08/20/2016 14:22:21:9504,2242,2056,0114,0072
08/20/2016 14:22:21:9754,2253,2321,0101,0080
08/20/2016 14:22:22:0255,2035,2131,0117,0109
08/20/2016 14:22:22:0505,2023,2272,0100,0093
08/20/2016 14:22:22:0755,2231,2337,0089,0089
08/20/2016 14:22:22:1005,2387,2295,0083,0082
